,Primacy_Agency,PWSID,PWS_Name,Sys_Size,Pb_Pipe,Pb_Connector,Galv_Pb,Galv_noPb,Unknown,no_reports,Total,county_fips,states_fips,FIPS,Total_Pb,pct_Pb
699,FL,FL4134513,MIAMI INTL AIRPORT,Medium,0,0,0,0,0,8,8,134,12,12134,0,0
700,FL,FL4431891,MARTIN CO UTILITIES,Medium,0,0,0,0,0,36578,36578,431,12,12431,0,0
701,FL,FL4470257,OKEECHOBEE UTILITY AUTHORITY,Medium,317,79,253,2325,2725,0,9419,470,12,12470,649,0.068903281
702,FL,FL4500130,BOCA RATON WTP,Large,1266,316,1012,9284,10879,0,37611,500,12,12500,2594,0.068969185
703,FL,FL4500145,BOYNTON BEACH PWS,Large,8419,215,645,800,2472,0,38430,500,12,12500,9279,0.241451991
704,FL,FL4501491,"JUPITER PUBLIC WATER SYSTEM,TOWN OF",Large,1040,260,831,7625,8936,0,30892,501,12,12501,2131,0.068982261
705,FL,FL4501559,WEST PALM BEACH WTP,Large,7278,166,498,1080,5290,0,32111,501,12,12501,7942,0.247329576
706,FL,FL4504393,PALM BEACH COUNTY WATER UTILITIES,Large,13292,3323,7975,69765,73081,0,279060,504,12,12504,24590,0.088117251
707,FL,FL4560954,PORT ST LUCIE UTILITIES,Large,2092,523,1255,20955,25467,0,83820,560,12,12560,3870,0.046170365
708,FL,FL5084100,CHARLOTTE COUNTY UTILITIES,Large,0,0,0,0,0,57833,57833,84,12,12084,0,0
709,FL,FL5110183,MARCO ISLAND UTILITIES (CITY OF),Medium,0,3242,0,0,0,0,10807,110,12,12110,3242,0.299990747
710,FL,FL5114069,COLLIER COUNTY REGIONAL WTP,Large,11223,288,864,2661,1003,0,75601,114,12,12114,12375,0.163688311
711,FL,FL5114113,SWFREC,Small,0,0,0,0,0,0,1,114,12,12114,0,0
712,FL,FL5360025,BONITA SPRINGS UTILITIES,Large,2069,53,159,245,1597,0,28699,360,12,12360,2281,0.079480121
713,FL,FL5360102,CITY OF FORT MYERS WATER TREATMENT PLANT,Large,4758,116,348,678,3411,0,29257,360,12,12360,5222,0.1784872
714,FL,FL5360325,"CAPE CORAL, CITY OF",Large,0,0,0,0,0,72810,72810,360,12,12360,0,0
715,FL,FL5364048,LEE COUNTY UTILITIES,Large,4493,1123,3369,23458,23857,0,93833,364,12,12364,8985,0.095755225
716,FL,FL6080051,CITY OF PUNTA GORDA,Medium,6737,171,513,168,3610,0,39875,80,12,12080,7421,0.186106583
717,FL,FL6090267,CASTLE LAKE PARK,Small,0,0,0,0,0,0,143,90,12,12090,0,0
718,FL,FL6090729,HARBOR LIGHTS MOBILE RESORT,Small,0,0,0,0,0,0,35,90,12,12090,0,0
719,FL,FL6092199,SPRING GARDENS,Small,0,0,0,0,0,0,143,92,12,12092,0,0
720,FL,FL6094773,CONSTATE UTL/HILLS OF AVALON,Small,0,0,0,0,0,0,300,94,12,12094,0,0
721,FL,FL6094874,PINEWOOD WATER,Small,0,0,0,0,0,0,40,94,12,12094,0,0
722,FL,FL6095046,CINNAMON RIDGE UTILITIES #2,Small,0,0,0,0,0,0,283,95,12,12095,0,0
723,FL,FL6142734,PEACE RIVER REG WATER PLANT,Large,0,0,0,0,0,12,12,142,12,12142,0,0
724,FL,FL6277059,HERNANDO CO UTL-WEST,Large,11081,284,852,1591,4652,0,64351,277,12,12277,12217,0.18984942
725,FL,FL6280250,SEBRING WATER ; SEWER SYSTEM,Medium,860,215,645,4371,4400,0,17485,280,12,12280,1720,0.098370031
726,FL,FL6290327,CITY OF TAMPA WATER DEPARTMENT,Large,0,0,0,0,0,143226,143226,290,12,12290,0,0
727,FL,FL6290333,HCPUD/SEABOARD UTILITIES,Medium,0,0,0,0,3671,0,3671,290,12,12290,0,0
728,FL,FL6290388,HCPUD/NORTHWEST UTILITIES,Large,0,0,0,0,55270,0,55270,290,12,12290,0,0
729,FL,FL6290787,HCPUD/SOUTH-CENTRAL,Large,0,0,0,0,129266,0,129266,290,12,12290,0,0
730,FL,FL6410182,BRADENTON CITY OF,Medium,1050,262,787,4590,4277,0,18309,410,12,12410,2099,0.114643072
731,FL,FL6411132,MANATEE COUNTY UTILITIES,Large,0,0,0,0,24300,0,24300,411,12,12411,0,0
732,FL,FL6511077,GULF HARBORS,Medium,1189,12,36,26,65,0,3234,511,12,12511,1237,0.382498454
733,FL,FL6511361,PCUD-PASCO COUNTY REGIONAL PWS,Large,24356,631,1893,4825,8831,0,129117,511,12,12511,26880,0.208183276
734,FL,FL6512020,ZEPHYRHILLS CITY OF,Medium,1856,46,138,131,1086,0,11290,512,12,12512,2040,0.180690877
735,FL,FL6512064,"TURTLE LAKES (CARPENTERS RUN, TERRA BELLA)",Medium,52,13,41,380,445,0,1538,512,12,12512,106,0.068920676
736,FL,FL6515292,TAMPA BAY WELLFIELDS FOR WHOLESALE,Large,0,0,0,0,0,2,2,515,12,12515,0,0
737,FL,FL6520336,CLEARWATER WATER SYSTEM,Large,12947,324,972,1624,4083,0,41562,520,12,12520,14243,0.342692844
738,FL,FL6521405,PINELLAS COUNTY UTILITIES,Large,0,0,0,0,89375,0,116842,521,12,12521,0,0
739,FL,FL6521715,"ST PETERSBURG, CITY OF",Large,0,0,0,18000,2500,0,100000,521,12,12521,0,0
740,FL,FL6531014,"LAKELAND, CITY OF",Large,0,0,0,0,0,60127,60127,531,12,12531,0,0
741,FL,FL6532777,LOUGHMAN COUNTY PARK,Small,0,0,0,0,0,0,4,532,12,12532,0,0
742,FL,FL6580531,ENGLEWOOD WATER DIST,Medium,869,217,652,4539,4615,0,18154,580,12,12580,1738,0.095736477
743,FL,FL6580651,NORTH PORT UTILITIES,Medium,1314,34,102,214,1337,0,23255,580,12,12580,1450,0.062352182
744,FL,FL6581591,SARASOTA CO SPECIAL UTIL DIST,Large,3808,952,2856,19885,20222,0,79539,581,12,12581,7616,0.09575177
745,FL,FL6604862,LITTLE SUMTER UTILITIES 3WPS,Medium,458,114,275,3357,3933,0,13507,604,12,12604,847,0.062708225
746,FL,FL6605038,CENTRAL SUMTER UTILITY,Medium,400,100,320,2936,3441,0,11895,605,12,12605,820,0.068936528
747,GA,GA0130000,AUBURN,Medium,0,0,0,500,0,0,3755,130,13,13130,0,0
748,GA,GA0150002,CARTERSVILLE,Medium,0,0,0,115,0,0,11780,150,13,13150,0,0
749,GA,GA0210001,MACON WATER AUTHORITY,Large,2922,39,39,0,0,0,55000,210,13,13210,3000,0.054545455
750,GA,GA0450001,CARROLL COUNTY,Medium,0,0,0,44,0,0,19794,450,13,13450,0,0
751,GA,GA0510003,SAVANNAH-MAIN,Large,17050,0,0,0,30459,0,77000,510,13,13510,17050,0.221428571
752,GA,GA0570002,Cherokee County Water & Sewerage Authority,Large,0,0,0,0,0,0,80000,570,13,13570,0,0
753,GA,GA0590000,ATHENS-CLARKE CO WATER SYSTEM,Large,1309,0,0,0,0,0,43263,590,13,13590,1309,0.030256801
754,GA,GA0630000,CLAYTON COUNTY WATER AUTHORITY,Large,3138,0,0,8640,51628,0,88766,630,13,13630,3138,0.035351373
755,GA,GA0650016,HOMERVILLE INDUSTRIAL PARK WATER SYSTEM,Small,0,0,0,0,0,0,2,650,13,13650,0,0
756,GA,GA0670002,COBB CO.-MARIETTA WATER AUTH.,Large,0,0,0,0,0,0,3,670,13,13670,0,0
757,GA,GA0670003,COBB COUNTY,Large,8796,0,0,0,35475,0,194884,670,13,13670,8796,0.045134542
758,GA,GA0670006,POWDER SPRINGS,Medium,0,0,0,0,0,5270,5270,670,13,13670,0,0
759,GA,GA0730000,COLUMBIA COUNTY,Large,0,0,0,10,0,0,52704,730,13,13730,0,0
760,GA,GA0770002,NEWNAN,Medium,1167,0,0,0,19434,0,20601,770,13,13770,1167,0.056647736
761,GA,GA0770042,COWETA WATER & SEWER AUTH.,Large,2195,0,0,15,0,0,35025,770,13,13770,2195,0.062669522
762,GA,GA0830000,DADE COUNTY WATER AUTHORITY,Medium,0,0,0,0,0,0,8516,830,13,13830,0,0
763,GA,GA0890001,DEKALB COUNTY,Large,19221,0,0,0,122022,0,221699,890,13,13890,19221,0.086698632
764,GA,GA0950000,ALBANY,Medium,4414,50,0,0,30179,0,38000,950,13,13950,4464,0.117473684
765,GA,GA0970000,DOUGLASVILLE-DOUGLAS COUNTY WSA,Large,1067,20,0,300,0,0,45960,970,13,13970,1087,0.023651001
766,GA,GA1110001,MCCAYSVILLE,Medium,0,0,0,529,0,0,3529,110,13,13110,0,0
767,GA,GA1130001,FAYETTE COUNTY,Large,0,0,0,0,0,0,32836,130,13,13130,0,0
768,GA,GA1170000,CUMMING,Large,180,0,0,0,426,0,22307,170,13,13170,180,0.008069216
769,GA,GA1170050,FORSYTH CO. WATER & SEWER,Large,1566,0,0,6063,7232,0,68166,170,13,13170,1566,0.02297333
770,GA,GA1210001,ATLANTA,Large,31060,0,0,0,0,0,219288,210,13,13210,31060,0.141640217
771,GA,GA1210002,COLLEGE PARK,Medium,786,1180,1180,0,0,0,3146,210,13,13210,3146,1
772,GA,GA1210003,EAST POINT,Medium,3081,0,0,0,5800,0,10881,210,13,13210,3081,0.283154122
773,GA,GA1210005,NORTH FULTON COUNTY,Large,0,0,0,0,78072,0,79572,210,13,13210,0,0
774,GA,GA1210009,ROSWELL,Medium,300,0,0,1000,39,0,5839,210,13,13210,300,0.051378661
775,GA,GA1210038,ATLANTA-FULTON COUNTY WATER RESOURCES,Large,0,0,0,0,0,0,2,210,13,13210,0,0
776,GA,GA1270000,BRUNSWICK,Medium,2576,0,0,0,17240,0,19816,270,13,13270,2576,0.129995963
777,GA,GA1270137,GEORGIA PORT COLONELS ISLAND,Small,0,0,0,0,0,0,25,270,13,13270,0,0
778,GA,GA1290000,CALHOUN,Large,458,200,0,0,5183,0,22562,290,13,13290,658,0.029164081
779,GA,GA1350004,GWINNETT CO. DEPT. OF WATER RESOURCES,Large,4612,0,0,0,2947,0,277538,350,13,13350,4612,0.016617544
780,GA,GA1370002,CLARKESVILLE,Medium,156,0,0,0,2069,0,2225,370,13,13370,156,0.07011236
781,GA,GA1370004,DEMOREST,Medium,0,0,0,0,0,0,6971,370,13,13370,0,0
782,GA,GA1390001,GAINESVILLE,Large,1692,0,0,0,17216,0,60300,390,13,13390,1692,0.028059701
783,GA,GA1450011,HARRIS COUNTY WATER SYSTEM,Medium,0,0,0,0,0,0,9800,450,13,13450,0,0
784,GA,GA1470009,PARADISE PT-TAHOE/YORK SD,Small,0,0,0,0,0,0,32,470,13,13470,0,0
785,GA,GA1470051,SANDERS MOBILE HOME PARK,Small,0,0,0,0,0,0,127,470,13,13470,0,0
786,GA,GA1470060,BAMBOO POINT S/D HOA,Small,0,0,0,0,0,30,30,470,13,13470,0,0
787,GA,GA1470070,TUCKER - MASSEY SUBDIVISION,Small,0,0,0,0,0,0,22,470,13,13470,0,0
788,GA,GA1470075,SENTU SUBDIVISION,Small,0,0,0,0,0,0,31,470,13,13470,0,0
789,GA,GA1470076,SHERWOOD I & II SUBDIVISION,Small,0,0,0,0,0,0,13,470,13,13470,0,0
790,GA,GA1490000,HEARD COUNTY WATER AUTHORITY,Medium,0,0,0,1,0,0,3143,490,13,13490,0,0
791,GA,GA1510001,HENRY COUNTY WATER AUTHORITY,Large,2248,0,0,0,2680,0,73923,510,13,13510,2248,0.030410021
792,GA,GA1570117,JACKSON COUNTY WATER & SEWER AUTHORITY,Medium,0,0,0,0,0,0,12000,570,13,13570,0,0
793,GA,GA1690002,JONES COUNTY,Medium,0,0,0,200,0,0,4835,690,13,13690,0,0
794,GA,GA1790126,MIDWAY INDUSTRIAL PARK,Small,0,0,0,0,0,0,13,790,13,13790,0,0
795,GA,GA1910009,JOHN ALFORD SUBDIVISION,Small,0,0,0,0,0,0,379,910,13,13910,0,0
796,GA,GA1910015,DNR-HOG HAMMOCK COMMUNITY,Small,0,0,0,0,0,0,124,910,13,13910,0,0
797,GA,GA1910067,SHELL POINT SUBDIVISION,Small,0,0,0,0,0,0,63,910,13,13910,0,0
798,GA,GA1910073,EAGLE NECK SUBDIVISION,Small,0,0,0,0,0,41,41,910,13,13910,0,0
799,GA,GA1910089,MCINTOSH COUNTY-HARRIS NECK COMMUNITY,Small,0,0,0,0,0,0,30,910,13,13910,0,0
800,GA,GA2070001,FORSYTH,Medium,446,0,0,0,1169,0,3430,70,13,13070,446,0.130029155
801,GA,GA2130000,CHATSWORTH,Medium,173,0,0,408,6617,0,12092,130,13,13130,173,0.01430698
802,GA,GA2150000,COLUMBUS,Large,0,0,0,2097,0,0,67435,150,13,13150,0,0
803,GA,GA2170004,NEWTON CO. WATER-SEWERAGE AUTH,Medium,0,0,0,1332,0,0,27000,170,13,13170,0,0
804,GA,GA2170097,NEWTON COUNTY WATER SYSTEM,Large,0,0,0,0,0,0,9,170,13,13170,0,0
805,GA,GA2190000,Oconee County,Medium,830,0,0,7,0,0,12301,190,13,13190,830,0.067474189
806,GA,GA2230002,PAULDING COUNTY WATER SYSTEM,Large,0,0,0,500,0,0,55373,230,13,13230,0,0
807,GA,GA2270002,PICKENS COUNTY WATER AUTH.,Medium,0,0,0,0,0,0,3765,270,13,13270,0,0
808,GA,GA2330001,POLK COUNTY WATER AUTHORITY,Medium,0,0,0,0,0,0,9265,330,13,13330,0,0
809,GA,GA2450000,AUGUSTA-RICHMOND CO WS,Large,15515,0,0,0,58985,0,74500,450,13,13450,15515,0.208255034
810,GA,GA2550036,SPALDING COUNTY WATER SYSTEM,Medium,0,0,0,0,0,0,15154,550,13,13550,0,0
811,GA,GA2770001,TIFTON-TIFT COUNTY WATER SYSTEM,Medium,971,500,500,500,7655,0,12126,770,13,13770,1971,0.162543295
812,GA,GA2790002,VIDALIA,Medium,830,0,0,0,5770,0,6600,790,13,13790,830,0.125757576
813,GA,GA2990051,SATILLA REGIONAL WATER & SEWER AUTH-EAST,Medium,0,0,0,0,0,0,1678,990,13,13990,0,0
814,GA,GA3130000,DALTON UTILITIES,Large,2274,0,0,194,10166,0,37244,130,13,13130,2274,0.061056815
815,GU,GU0000001,GWA SOUTHERN WATER SYSTEM,Medium,0,0,0,0,0,1900,1900,0,,,0,0
816,GU,GU0000003,GWA CENTRAL WATER SYSTEM,Medium,0,0,0,0,0,3295,3295,0,,,0,0
817,GU,GU0000006,"GWA NORTHERN, CENTRAL, AND SOUTHERN WATER SYSTEMS",Large,0,0,0,1649,37892,0,39541,0,,,0,0
818,HI,HI0000101,HILO,Medium,0,0,0,720,14549,0,15269,0,15,15000,0,0
819,HI,HI0000111,PAHOA,Small,0,0,0,0,0,0,698,0,15,15000,0,0
820,HI,HI0000112,OLAA-MOUNTAIN VIEW,Medium,0,0,0,71,2571,0,2642,0,15,15000,0,0
821,HI,HI0000117,HAWAIIAN BEACHES,Medium,0,0,0,6,1300,0,2106,0,15,15000,0,0
822,HI,HI0000129,NORTH KOHALA,Medium,0,0,0,179,1712,0,1891,0,15,15000,0,0
823,HI,HI0000130,SOUTH KOHALA,Medium,0,0,0,211,3509,0,3720,0,15,15000,0,0
824,HI,HI0000131,NORTH KONA,Medium,0,0,0,215,11460,0,11675,0,15,15000,0,0
825,HI,HI0000132,SOUTH KONA,Medium,0,0,0,0,2598,0,2598,0,15,15000,0,0
826,HI,HI0000133,KUKUIHAELE,Small,0,0,0,0,0,0,175,0,15,15000,0,0
827,HI,HI0000135,WAIKOLOA,Medium,0,0,0,0,0,2120,2120,0,15,15000,0,0
828,HI,HI0000151,KOHALA RANCH WATER CO.,Small,0,0,0,0,0,0,447,0,15,15000,0,0
829,HI,HI0000153,KULANI CORRECTIONAL FACILITY,Small,0,0,0,0,0,16,16,0,15,15000,0,0
830,HI,HI0000156,HAWAIIAN SHORES,Small,0,0,0,0,0,0,497,0,15,15000,0,0
831,HI,HI0000169,HAWAIIAN OCEAN VIEW ESTATES,Small,0,0,0,0,0,6,6,0,15,15000,0,0
832,HI,HI0000212,WAILUKU,Medium,0,0,0,0,0,20287,20287,0,15,15000,0,0
833,HI,HI0000213,MAKAWAO,Medium,0,0,0,0,0,6675,6675,0,15,15000,0,0
834,HI,HI0000214,LAHAINA,Medium,0,0,0,0,0,3236,3236,0,15,15000,0,0
835,HI,HI0000215,UPPER KULA,Medium,0,0,0,0,0,2346,2346,0,15,15000,0,0
836,HI,HI0000247,LOWER KULA,Medium,0,0,0,0,0,1064,1064,0,15,15000,0,0
837,HI,HI0000319,KAMEHAMEHA SCHOOLS,Medium,0,0,0,0,0,68,68,0,15,15000,0,0
838,HI,HI0000331,HNL-WINDWARD-PEARL HARBOR,Large,0,0,0,0,0,106491,106491,0,15,15000,0,0
839,HI,HI0000333,WAHIAWA,Medium,0,0,0,0,0,4899,4899,0,15,15000,0,0
840,HI,HI0000334,WAIPIO HEIGHTS,Medium,0,0,0,0,0,2249,2249,0,15,15000,0,0
841,HI,HI0000335,WAIPAHU-EWA-WAIANAE,Large,0,0,0,0,0,40092,40092,0,15,15000,0,0
842,HI,HI0000366,WAIALEE-SUNSET BEACH,Medium,0,0,0,0,0,1327,1327,0,15,15000,0,0
843,HI,HI0000367,MILILANI,Medium,0,0,0,0,0,11914,11914,0,15,15000,0,0
844,HI,HI0000400,LIHUE-KAPAA,Medium,0,0,0,0,0,9560,9560,0,15,15000,0,0
845,HI,HI0000434,KALAHEO-KOLOA,Medium,0,0,0,0,0,4799,4799,0,15,15000,0,0
846,IA,IA0400900,RATHBUN REGIONAL WATER ASSN (RATHBUN),Medium,0,0,0,0,0,12480,12480,400,19,19400,0,0
847,IA,IA0400901,RATHBUN REG WATER ASSN (FT MADISON),Medium,0,0,0,0,0,4210,4210,400,19,19400,0,0
848,IA,IA0400902,RATHBUN REG WTR ASSN (BURLINGTON),Medium,0,0,0,0,0,0,3660,400,19,19400,0,0
849,IA,IA0610099,BELLE PLAINE WATER DEPT,Small,0,0,0,0,1242,0,1242,610,19,19610,0,0
850,IA,IA0653050,NEWHALL WATER SUPPLY,Small,0,0,0,0,196,0,396,653,19,19653,0,0
851,IA,IA0680041,URBANA WATER SUPPLY,Small,0,0,0,0,69,0,569,680,19,19680,0,0
852,IA,IA0685045,VAN HORNE WATER WORKS,Small,0,0,0,0,0,0,328,685,19,19685,0,0
853,IA,IA0690301,CLOVER RIDGE SUBDIVISION,Small,0,0,0,0,0,0,148,690,19,19690,0,0
854,IA,IA0690304,TERRY WATER ASSOCIATION,Small,0,0,0,0,0,0,10,690,19,19690,0,0
855,IA,IA0709084,CEDAR FALLS MUNICIPAL WATER UTILITIES,Medium,3,0,22,0,4182,0,15823,709,19,19709,25,0.001579979
856,IA,IA0790074,WATERLOO WATER WORKS,Medium,0,5763,0,0,0,0,33918,790,19,19790,5763,0.169909782
857,IA,IA0819033,BOONE WATER WORKS,Medium,1500,100,130,0,113,0,5343,819,19,19819,1730,0.323788134
858,IA,IA0990701,IA REGIONAL UTILITIES ASSOC (WAVERLY),Medium,0,0,0,0,15128,0,15128,990,19,19990,0,0
859,IA,IA1178097,STORM LAKE WATER TREATMENT PLANT,Medium,0,0,32,0,2762,0,4196,178,19,19178,32,0.007626311
860,IA,IA1415072,CARROLL MUNICIPAL WATER SUPPLY,Medium,191,2,161,17,299,0,4865,415,19,19415,354,0.072764645
861,IA,IA1509074,ATLANTIC MUNICIPAL UTILITIES,Medium,0,0,0,0,3354,0,3354,509,19,19509,0,0
862,IA,IA1750048,MASON CITY WATER DEPARTMENT,Medium,1800,0,271,0,119,0,11884,750,19,19750,2071,0.174267923
863,IA,IA1811020,CHEROKEE WATER SUPPLY - PLANT 1,Medium,572,0,0,0,0,0,2287,811,19,19811,572,0.250109314
864,IA,IA2100701,IOWA LAKES REGIONAL WATER,Medium,0,0,0,0,0,0,2506,100,19,19100,0,0
865,IA,IA2171071,SPENCER MUNICIPAL WATER UTILITY,Medium,94,0,35,0,2809,0,4880,171,19,19171,129,0.026434426
866,IA,IA2326048,IOWA-AMERICAN WTR CO-CLINTON DISTRICT,Medium,1446,2,0,0,205,0,10130,326,19,19326,1448,0.142941757
867,IA,IA2424027,DENISON WATER SUPPLY,Medium,0,600,254,30,50,0,2934,424,19,19424,854,0.291070211
868,IA,IA2424701,W CENTRAL RWA - DENISON SUBSYS,Medium,0,0,0,0,0,0,971,424,19,19424,0,0
869,IA,IA2573080,WAUKEE WATER SUPPLY,Medium,0,0,0,0,0,0,8417,573,19,19573,0,0
870,IA,IA2573701,XENIA RWD (DES MOINES),Medium,0,0,0,214,126,0,4262,573,19,19573,0,0
871,IA,IA2576705,XENIA RWD (WOODWARD),Medium,0,0,0,68,70,0,1351,576,19,19576,0,0
872,IA,IA2909053,BURLINGTON MUNICIPAL WATERWORKS,Medium,68,0,866,0,456,0,12309,909,19,19909,934,0.075879438
873,IA,IA3050079,MILFORD MUNICIPAL UTILITIES,Medium,0,0,0,0,2300,0,2300,50,19,19050,0,0
874,IA,IA3070078,SPIRIT LAKE WATERWORKS,Medium,100,0,15,5,380,0,2500,70,19,19070,115,0.046
875,IA,IA3126052,DUBUQUE WATER WORKS,Medium,5559,0,0,6,0,0,23789,126,19,19126,5559,0.233679432
876,IA,IA3130091,DYERSVILLE MUNICIPAL WATER CO,Medium,5,10,20,30,14,0,2111,130,19,19130,35,0.01657982
877,IA,IA3218024,ESTHERVILLE WATER TREATMENT PLANT,Medium,0,0,0,0,2800,0,2800,218,19,19218,0,0
878,IA,IA4453016,MOUNT PLEASANT MUNICIPAL UTILITIES,Medium,0,0,0,0,160,0,3854,453,19,19453,0,0
879,IA,IA4453901,RATHBUN REGIONAL WATER (MOUNT PLEASANT),Medium,0,0,0,0,0,0,550,453,19,19453,0,0
880,IA,IA4641064,HUMBOLDT MUNICIPAL WATER DEPT,Medium,0,0,0,423,1041,0,2118,641,19,19641,0,0
881,IA,IA5059064,NEWTON WATER SUPPLY,Medium,50,300,300,650,2000,0,7131,59,19,19059,650,0.091151311
882,IA,IA5131033,FAIRFIELD WATER SUPPLY,Medium,0,0,0,0,4508,0,4804,131,19,19131,0,0
883,IA,IA5208071,CORALVILLE MUNI WATER SYSTEM,Medium,0,0,0,75,50,0,8500,208,19,19208,0,0
884,IA,IA5208600,WESTERN HILLS (MOBILE) ESTATES,Small,0,0,0,0,0,0,285,208,19,19208,0,0
885,IA,IA5225079,IOWA CITY WATER DIVISION,Medium,68,0,0,0,17317,0,28001,225,19,19225,68,0.002428485
886,IA,IA5225101,UNIVERSITY WATER SYSTEM,Medium,0,0,0,0,95,0,156,225,19,19225,0,0
887,IA,IA5225305,CHERRY HILLS SUBDIVISION,Small,0,0,0,0,0,0,19,225,19,19225,0,0
888,IA,IA5225315,"LAKE RIDGE, INCORPORATED",Small,0,0,0,0,430,0,430,225,19,19225,0,0
889,IA,IA5225386,FAR HORIZONS SUBDIVISION,Small,0,0,0,0,25,0,25,225,19,19225,0,0
890,IA,IA5225572,KINDERFARM PRESCHOOL,Small,0,0,0,0,0,0,2,225,19,19225,0,0
891,IA,IA5252072,NORTH LIBERTY WATER SUPPLY,Medium,0,0,0,39,7426,0,8891,252,19,19252,0,0
892,IA,IA5280302,INDIAN HILLS HOME OWNERS ASSOCIATION,Small,0,0,0,0,0,0,27,280,19,19280,0,0
893,IA,IA5282304,ORCHARD VIEW ESTATES,Small,0,0,0,0,0,0,31,282,19,19282,0,0
894,IA,IA5625062,FT MADISON MUNI WATER WORKS,Medium,60,20,1294,0,1700,0,4474,625,19,19625,1374,0.307107734
895,IA,IA5640019,KEOKUK MUNICIPAL WATER WORKS,Medium,254,0,0,0,3809,0,4063,640,19,19640,254,0.062515383
896,IA,IA5715093,CEDAR RAPIDS WATER DEPARTMENT,Large,1000,0,0,0,0,0,1000,715,19,19715,1000,1
897,IA,IA5751035,MARION MUNICIPAL WATER DEPT,Medium,25,100,50,150,100,0,14019,751,19,19751,175,0.012483059
898,IA,IA5758801,MOUNT VERNON COMMUNITY BIBLE CHURCH,Small,0,0,0,0,0,0,1,758,19,19758,0,0
899,IA,IA6273005,OSKALOOSA MUNICIPAL WATER DEPT,Medium,986,0,243,0,3050,0,4879,273,19,19273,1229,0.25189588
900,IA,IA6273901,"MAHASKA RURAL WATER SYSTEM, INC.",Medium,0,0,0,200,0,0,3462,273,19,19273,0,0
901,IA,IA6342036,KNOXVILLE WATER WORKS,Medium,3118,0,0,0,268,0,6236,342,19,19342,3118,0.5
902,IA,IA6368033,PELLA WATER WORKS DEPARTMENT,Medium,18,42,0,0,3999,0,4059,368,19,19368,60,0.014781966
903,IA,IA6469042,MARSHALLTOWN WATER WORKS,Medium,0,0,0,0,9776,0,9776,469,19,19469,0,0
904,IA,IA6525090,GLENWOOD MUNICIPAL UTILITIES,Medium,0,0,0,0,250,0,2550,525,19,19525,0,0
905,IA,IA7048001,MUSCATINE POWER & WATER,Medium,103,0,0,413,3794,0,9735,48,19,19048,103,0.01058038
906,IA,IA7048951,WILD CAT DEN STATE PARK WELL-1,Small,0,0,0,0,0,0,3,48,19,19048,0,0
907,IA,IA7227701,OSCEOLA RURAL WATER SYSTEM-NORTH,Medium,0,0,0,0,0,0,1896,227,19,19227,0,0
908,IA,IA7709053,"ANKENY, CITY OF",Medium,0,0,0,0,0,0,25330,709,19,19709,0,0
909,IA,IA7720051,CLIVE WATER DEPARTMENT,Medium,0,0,0,0,0,0,6280,720,19,19720,0,0
910,IA,IA7727031,DES MOINES WATER WORKS,Large,20510,0,0,0,15892,0,107812,727,19,19727,20510,0.190238563
911,IA,IA7736011,GRIMES WATER SUPPLY,Medium,88,0,0,0,5007,0,5095,736,19,19736,88,0.017271835
912,IA,IA7740011,JOHNSTON MUNICIPAL WATER SUPPLY,Medium,0,0,0,0,0,7564,7564,740,19,19740,0,0
913,IA,IA7780042,URBANDALE WATER UTILITY,Medium,0,0,0,828,0,0,16568,780,19,19780,0,0
914,IA,IA7785007,WEST DES MOINES WATER WORKS,Medium,0,0,0,270,0,0,26975,785,19,19785,0,0
915,IA,IA7812079,CARTER LAKE WATER DISTRICT,Medium,0,0,0,0,1285,0,1285,812,19,19812,0,0
916,IA,IA7820080,COUNCIL BLUFFS WATER WORKS,Medium,2919,0,0,0,8268,0,22374,820,19,19820,2919,0.130463931
917,IA,IA7930008,GRINNELL WATER DEPARTMENT,Medium,0,0,0,0,0,3600,3600,930,19,19930,0,0
918,IA,IA8080701,SIRWA #2 (CRESTON),Medium,0,100,0,0,0,0,9547,80,19,19080,100,0.010474495
919,IA,IA8222001,IOWA-AMERICAN WTR CO-DAVENPORT,Large,10330,3,1,0,2584,0,56071,222,19,19222,10334,0.184302046
920,IA,IA8300184,REGIONAL WATER,Medium,0,0,0,0,132,0,1653,300,19,19300,0,0
921,IA,IA8503039,AMES WATER TREATMENT PLANT,Medium,226,0,0,0,514,0,19178,503,19,19503,226,0.011784336
922,IA,IA8503528,ISU,Medium,0,0,0,0,0,103,103,503,19,19503,0,0
923,IA,IA8670701,POWESHIEK WATER ASSOCIATION,Medium,0,0,0,0,56,0,5623,670,19,19670,0,0
924,IA,IA8816089,CRESTON WATER SUPPLY,Medium,246,0,0,0,0,0,246,816,19,19816,246,1
925,IA,IA9000742,WAPELLO RURAL WATER ASSOC.,Medium,0,0,0,0,0,0,7401,0,19,19000,0,0
926,IA,IA9083012,OTTUMWA WATER WORKS,Medium,5,1305,215,0,655,0,10408,83,19,19083,1525,0.146521906
927,IA,IA9133075,INDIANOLA WATER SUPPLY,Medium,0,0,0,0,400,0,5902,133,19,19133,0,0
928,IA,IA9133701,WARREN WATER DISTRICT,Medium,0,0,0,0,615,0,7634,133,19,19133,0,0
929,IA,IA9433050,FORT DODGE WATER SUPPLY,Medium,148,0,0,0,10988,0,11136,433,19,19433,148,0.01329023
